2182,4770706,IT1124-0002,570,541,12,2044
323,849072190,Ville+de+Piece1,502,487,16,221
5817,849073384,Ville+de+3zJ4uTe1,540,558,18,430
7114,849073822,Ville+de+miliodf,456,445,16,219
1549,849072412,Ville+de+CHOUETTE,462,511,10,259
600,2871815,Ville+de+creeperdu38,487,507,14,230
695,849072236,Ville+de+BKSPoildur,488,476,8,454
7998,849074013,Ville+de+Stratege+Pericles,535,567,19,519
7176,849073846,Ville+de+SlapCold,430,483,4,516
733,849072243,Ville+de+TeravaG,470,487,10,197
1906,849072478,Ville+de+Lilou69,516,459,17,516
595,4883118,M44,488,476,0,2287
4823,848940483,Usky3,592,473,15,4007
275,849030906,Ville+de+stefdu76,506,489,10,878
2803,849072689,Ville+de+Axel+levis,479,543,9,512
572,849072218,Ville+de+darck,487,507,10,507
852,849024460,Ville+de+BINKS,472,503,10,219
6635,1948293,ika+jyu+3,510,463,0,1127
592,3380205,Feur+01,506,481,3,8963
1889,849072471,Ville+de+VictorieuxAG67817,516,459,11,530
3942,849072887,Ville+de+Rico76,495,560,6,444
2843,4754178,Ville+de+nicolas04,492,554,0,997
5860,849073416,Ville+de+BAnbkWBR6,488,574,1,430
7236,849073867,Ville+de+Oxyrion,484,429,9,1675
7792,2934876,Ville+de+LapinRouge,573,514,14,175
1240,849072345,Ville+de+Aristote+1er,533,488,7,588
7492,849071843,Ville+de+Ledgeski,420,402,0,1055
179,4856213,08-Horse,503,501,7,8462
269,848956402,Ville+de+Loeryx,506,489,11,1758
2035,849072510,Ville+de+Ludo3.0,471,463,6,241
1119,4302959,VillA,525,481,4,1894
1016,849072300,Ville+de+pctjeanne,489,528,13,221
1707,849072444,Ville+de+hercule+1960,540,490,11,516
289,849072149,Ville+de+Chilango,495,511,14,279
4494,849056209,Ville+de+AltasDu36,546,529,3,228
6721,4898627,45-02.Adventure,426,531,8,3648
627,848934569,utopie,488,476,10,1536
821,4406490,Ville+de+BetaProGaming,525,516,8,592
5538,849006975,Ville+de+kainos,516,422,13,997
6997,849073801,Ville+de+Valkiry,443,461,6,493
1805,849072466,Ville+de+12edd,543,497,4,197
6933,4898627,45-03.Zireael,436,537,0,2998
2773,1091922,Ville+de+evalhann,502,539,10,1142
2665,849072644,Ville+de+Dino03170,443,488,14,967
8027,848970138,Ville+de+Hagalazz,448,468,8,1033
6511,300330,Gold+love,503,476,6,1477
433,849065765,Ville+de+Birdy,498,494,1,612
643,849072229,Ville+de+Tsunade4u,506,481,1,223
649,849072231,Ville+de+Sting,514,501,12,221
2391,849029162,45.02,470,532,14,11269
4470,849068839,4.Minas+Morgul,508,437,12,4284
294,4400134,FC+BAGARRRRE,502,487,6,2515
7332,849072401,Ville+de+Poseidon,470,518,2,1414
2390,849072586,Ville+de+cobre,532,465,4,197
2008,4860140,55-f2,507,529,8,5367
2532,849072608,Ville+de+welca,456,470,13,519
2832,,Ville+de+Norwegian+Girl+Addict,461,543,6,807
832,848962889,Ville+de+LawT,507,529,11,907
853,849024263,Ville+de+Johndaniel,472,503,5,219
4658,,Annexe+2,416,577,15,1373
1029,4760447,Ville+de+Manny,521,478,9,572
4042,,54-02,549,488,5,1498
2546,849072612,Ville+de+alexouille38,456,470,3,228
5872,849073419,Ville+de+eXoz,488,574,0,221
7516,849073936,Ville+de+louloudu22,558,460,18,199
6077,849073490,Ville+de+iT9Sh6vz1h,451,458,13,430
7793,849073986,Ville+de+mickou,573,514,17,197
4026,4428732,Ville+de+SkiZoX,453,502,19,2080
497,849072208,Ville+de+speedy38,478,494,0,560
894,849072262,Ville+de+L%C3%A9ocadie,521,492,17,210
3001,849072715,Ville+de+flo36,542,501,14,509
3155,849072745,Ville+de+Magick,463,538,7,476
3444,849072805,Ville+de+Seb1,519,541,19,482
5788,849073362,Ville+de+fgArxkfsJ,556,542,15,430
2318,849072567,Ville+de+arrow93,527,462,19,225
819,4550021,Ville+de+Erkei,488,522,13,519
1024,849072301,Ville+de+Poiu255563,489,528,12,201
8081,849073219,Ville+de+Gregl82,558,514,10,997
2961,848903412,55-i3,570,541,10,4571
542,849072214,Ville+de+Amixemus,513,504,10,221
1357,849072372,Ville+de+Luluze,477,528,7,223
7770,849048039,Ville+de+Holgorz,528,431,6,175
970,849072286,Ville+de+20Nono14,472,503,0,480
351,849062497,Ville+de+Manif404,503,501,14,1071
4335,4519620,Ville+de+Scarface+3,468,462,7,1381
5808,849073378,Ville+de+xbs9NzkNN,568,517,9,430
3327,2485220,01+-+45.01,450,519,5,5137
6541,849073710,Ville+de+I+swallow+well,545,456,16,547
308,3688657,54%2A01-Alpha,502,487,2,1535
1792,849049795,Hyorinmaru,499,514,19,8603
4093,849065256,Ville+de+Zarlok,465,551,11,981
1471,4856213,03-Wolf,535,501,1,10743
4812,849073060,Ville+de+alan22,538,550,7,197
834,1464188,Ville+de+alunya,507,529,17,210
535,849033951,Ville+de+alex8709,513,504,9,689
6099,849073505,Ville+de+rDFd1Yka4vJ,425,518,10,430
1421,1386557,Ville+de+police44,510,463,10,1837
3388,849058718,Ville+de+Hugo+1,348,467,0,3998
5362,849073202,Ville+de+rYgMc62UPz,486,566,16,413
7088,4566176,44-01,436,471,2,3199
2965,849072710,Ville+de+La+Clinque,549,488,3,452
2547,4571553,2.A.Arguropolis,558,476,6,6212
928,849072271,Ville+de+uuekgqyqgvs,517,475,8,516
810,849072113,55-04-Kattegat,525,516,5,9141
1887,4571553,5.A.Nikephoros,516,459,4,1416
2796,849072688,Ville+de+John+Yann+mutewa,479,543,19,221
805,849072255,Ville+de+zaxor667,525,516,12,197
983,849072293,Ville+de+POCAHONTAS,472,503,13,441
215,2686951,Ville+de+S%C3%A9lene+Vrykolakas,498,505,7,2296
3998,849072896,Ville+de+Nostrat,450,536,14,197
5317,849008869,Ville+de+Serquand,607,630,0,997
6260,849073619,Ville+de+XOlO5ZQ8T4H,548,470,6,430
5004,1392342,45-002,436,521,18,5596
1824,849034925,Ville+de+Alexandr,462,511,7,731
1962,849070192,Ville+de+Poma,483,540,15,476
7173,849073844,01-Ath%C3%A8nes,430,483,9,2027
4254,252212,Ville+dellius,524,459,6,2863
830,849069869,Ville+de+zakapt,507,529,14,270
6431,4856213,09-Crocodile,621,633,0,6581
745,658675,Ville+de+nbvghg,526,512,2,1104
4119,848943364,Ptit+Lardon,428,487,16,8071
3413,849072803,Ville+de+MelkeorIV,519,541,1,696
4476,848957657,whitopolis,546,529,6,11526
309,4410944,54.01+Start,502,487,12,10597
3542,848993523,Ville+de+sebbruges,485,556,13,556
7564,848949150,Morgane,558,456,1,1446
1935,4764111,Ville+de+Railexx,467,469,2,246
6239,849073596,Ville+de+fL8IDBTP,535,458,19,430
1200,849068001,Ville+de+FC+Sorciere,416,287,11,558
1369,331478,Ville+de+dgeok,545,507,17,284
4337,3723757,Ville+de+Larriens,500,551,8,880
4005,849066465,Steph02,546,529,1,1418
420,849064615,Ville+de+OctavioGreat,498,494,10,221
2205,848972718,Ville+de+missy38680,463,527,5,495
6336,849073670,Ville+de+Noangels,460,448,11,552
2155,904602,Garg+07,473,510,2,4922
884,3456827,Ville+de+kal-el004,496,525,7,241
6642,848928935,04-Skoll,540,523,7,1934
6181,849073556,Ville+de+GtCiGYLgp,431,539,12,430
746,849072245,Ville+de+MW543,526,512,3,197
991,4906644,Ville+de+walacel,520,525,7,1894
2071,849072520,1.A.001,471,463,19,986
1166,849072332,Ville+de+Lio+Onen,467,480,15,493
483,4900329,Ville+de+Green-Ostrogradski,487,507,7,952
5948,849072749,Ville+de+Ursulaa+Von+Der+Leyen+2,672,486,0,1204
8064,849074025,Ville+de+cdj21,557,550,12,221
5766,849073346,Ville+de+XIBFnpPW,488,437,9,430
5894,849073426,Ville+de+Le+pat1a,488,574,12,555
6076,849073488,Ville+de+BKMgrtJRVJa,451,458,0,430
3014,848972743,Ville+de+Khaleesiii,511,276,2,1907
2037,4519620,Ville+de+Scarface,471,463,2,3055
3500,4410944,45.03+Epidamnos,458,553,2,6538
2869,849072696,Ville+de+biboule93,479,543,6,225
880,849072261,Ville+de+Anja24,496,525,13,197
2622,849072629,Ville+de+hjsgvdg,457,463,6,517
598,849072220,Ville+de+Clem2402,487,507,6,221
2294,2911679,54-01+Pers%C3%A9epolis,533,468,13,12447
2582,848929754,Louison+Bobet+54,540,466,8,3307
451,849061154,Ville+de+Ethantag66i,478,494,17,236
6342,4219182,64-Livadi%C3%A0,624,496,10,4237
6976,2911679,66-02+Pomp%C3%A9i,640,628,14,2916
850,849023024,Ville+de+Luckyman34212,472,503,9,219
782,849072252,Ville+de+M%C3%A9lineMarzieu,526,512,15,221
1181,849072336,Ville+de+Guigui64,464,483,14,197
5118,849072525,05-+Vito,613,431,2,3721
3031,849072725,Ville+de+PTDRTQUI,532,530,0,197
1688,849072440,Ville+de+gvyfgvfivy,540,490,0,1091
676,849040259,Ville+de+frederic9422,514,501,6,1420
1362,4410944,55.02+Aegae,557,519,14,10270
1374,4803657,Ville+de+StingEucliff55,477,528,15,781
920,849072270,Ville+de+Juliette3d,517,475,11,214
7988,849066816,Ville+de+CROCNOTE,535,567,15,509
6806,849024019,Ville+de+Askiplios,535,441,10,509
1516,848936030,Amiens,489,536,16,6715
1932,4062943,01.Toulon,535,501,17,6187
673,848999020,Passoires+rouges,514,501,19,3463
4992,849073097,Ville+de+Algerath,565,504,13,1388
288,4767827,%2A001.A%2A,502,487,14,4530
2701,4905357,Zitoune+city,428,487,8,2873
4849,849073070,Ville+de+Zatoshi,533,554,18,477
2996,849064493,Rosi,420,461,18,3865
523,849057522,bcncnbcbn,513,504,17,2717
3585,4351872,Ville+de+sakkox,504,449,11,1093
5560,,Ath%C3%A8nes,557,538,18,895
637,4182411,Deranged,488,522,4,2651
1478,849072402,Ville+de+Vygrekos,467,515,4,197
386,849071785,Ville+de+ag2r,495,511,4,1032
6890,849073776,Ville+de+losparisinos77,441,467,2,940
7783,3928960,Ville+de+Raveleijn,573,514,11,621
2878,3497611,AKERHAM+II,507,529,13,1532
3212,849044784,V.3+Dan,467,480,14,13003
2676,849072647,Ville+de+Ben05.,443,488,1,771
6043,849073468,Ville+de+Thaywreen,428,526,13,1295
6126,2911679,66-01+Capoue,617,639,16,3863
756,849072246,Ville+de+NOELINE,526,512,9,509
625,849056041,45.+06.+Denderleeuw,477,503,18,4501
1646,197696,Ville+de+Zeus90,509,460,5,223
3627,51293,66.+Fondation,612,694,14,4304
4436,849072965,Ville+de+Derek76,554,506,4,509
854,849024227,Ville+de+ledouzedeux,472,503,4,717
6037,849073463,Ville+de+hl2sU4ld2o5,428,526,5,430
5637,849073297,Ville+de+i1x83hSzDi,457,560,5,430
820,2447687,Ville+de+lady+pixie,525,516,17,540
800,4130230,Ville+de+The+Black-Pearl,525,516,0,833
165,849071296,Iatus,500,498,2,2237
3352,848943364,Cochonaille,439,486,6,9082
5748,849068734,Ville+de+Jonysos.Dei+2,642,338,1,1678
3989,4926251,Zeebruges,470,532,3,7328
4336,849071949,Ville+de+Lotuus+1er,459,548,18,709
5283,4410944,46.02+Gaza,417,652,7,4868
817,,ZZZZZZZZ,525,516,2,987
1005,849072296,Ville+de+Akyhito,473,510,7,441
467,,Ville+de+bouzou,507,504,8,1844
413,4919810,Ville+de+Pintes+Meister,506,481,17,784
833,849072257,Ville+de+BarbareDel38339,507,529,16,197
2587,848957184,Ville+de+guiguibarras,469,454,13,861
2654,4130251,Ville+de+Tharix78,457,463,10,528
583,848953101,Ville+de+TheReplicant,487,507,4,842
7955,849073115,Ville+de+Ewenw55,558,514,8,1083
981,849072291,Ville+de+aaefefreg,472,503,11,188
7032,848987559,Port+R%C3%A9al,446,456,3,1824
5774,849073352,Ville+de+znVRBpBk,488,437,13,430
1983,3237186,Ville+de+llanelli13,470,532,4,197
612,849072178,Ville+de+Paleytus,519,467,4,757
838,560494,Ville+de+slyv13,507,529,18,1030
2275,849072551,Taras,533,468,2,569
4219,849029162,Ville+de+03jules,439,513,16,1719
1569,849072415,Ville+de+Calixte,462,511,18,437
1131,824214,Bayonne,525,481,6,1920
7949,849040759,42+31+MAPHIER,416,287,4,1136
7979,849071752,809+65.1,677,561,19,1053
1556,1489696,Trefflean+city,451,484,12,4697
792,849072253,Ville+de+LEDOUX+ANA%C3%AES,525,516,9,452
6866,849045173,%2A+Stirling+Castle+%2A,426,531,1,1793
2432,,Ville+de+galasyka+2,519,482,6,847
6448,1315045,55A2,508,568,2,2652
2082,849072525,01-+Ibiza,533,468,19,11305
6791,2501696,ICARION,535,441,7,1926
1153,1044243,Eiki,464,488,3,3668
653,4391002,VSP,514,501,4,994
1032,849072302,Ville+de+Ynelyx,489,528,7,513
8005,2838139,raiy+2,584,478,14,1121
287,4410944,55.03+Centre,503,501,2,6752
5571,849073265,Ville+de+Lucas2011,557,538,14,221
7616,4927307,Ville+de+Samsam3147,664,686,17,997
381,849071782,Ville+de+zazzou,495,511,16,1030
3959,849013155,Ville+de+maxbed,495,560,15,219
615,849036129,Ville+de+Kuroko,477,503,13,179
5916,849066635,02-45+Takis,492,554,6,2957
1501,849068165,55+-+02,527,500,0,4878
5090,1371388,Delphe,558,535,16,3741
1183,,Ville+de+Yorghov,464,483,11,670
6474,849073690,Ville+de+Dehnia,562,492,10,441
5143,848977000,WyrloZ,508,568,4,1090
4204,849035934,Ville+de+PASCALM,547,511,14,197
7184,849073849,Ville+de+test56,497,575,12,197
5000,849071960,Ville+de+AjaxeD,628,331,15,1315
6814,4918153,theoucafe,535,441,4,2651
1820,849003213,54-4-Stromboli,506,457,9,9663
5747,849073337,Ville+de+at8Tie8dedv,556,542,8,430
3706,849071752,809+34.1,373,441,12,5675
380,849071781,Ville+de+jade3,495,511,0,1051
5029,849073108,Ville+de+KESOOL,567,507,19,583
1009,849072298,Ville+de+grisoux57,473,510,13,791
7193,849073851,Ville+de+N%C3%A9m%C3%A9sis+753285,430,483,8,197
6200,849073562,Ville+de+iFzliHKlmmE,540,466,17,430
4726,849073040,Ville+de+montagnes01,503,560,10,221
4555,4798158,Ville+de+retophe,542,540,14,519
2073,849026192,H%C3%A9mis+Interception,500,454,6,1522
8066,2740961,Ville+de+eraon501,631,491,14,997
7298,849073876,Ville+de+Moon999,475,431,17,197
7639,849056041,66.+04.+Setubal,635,658,12,1496
536,849033267,Ville+de+cloclo17,509,483,3,1386
3434,2421700,Ville+de+andre1959+2,495,532,17,2729
2580,849072622,Ville+de+TAMZ,469,454,7,806
1297,849026192,Antar%C3%A8s,495,456,19,2835
3743,849002029,Ville+de+Da%C3%AFa,461,543,5,175
1950,849013916,Ville+de+Siong,467,469,18,197
6284,849073638,Ville+de+y9Q18xqf,557,493,6,430
1689,849072441,Ville+de+woody10,540,490,10,270
3809,849072861,Ville+de+julesleromain,444,516,18,509
4461,1569583,Ville+de+raffou31,453,502,9,1517
1925,849072485,Ville+de+Kryptorr,495,456,16,585
5492,849007742,1600+points+ahaha,476,561,7,1534
7980,806,09.Le+D%C3%A9dale,631,491,19,1208
929,849072272,Ville+de+OSCAR824,517,475,6,562
5858,849073414,Ville+de+68lxcVnku,488,574,8,430
4417,849072957,Iolcus,531,541,13,997
8082,460919,Ville+de+aurelie43,527,571,18,175
7044,849073806,Ville+de+laxxor,446,456,5,221
5433,849073232,Ville+de+YeXXHsopgt,466,560,1,430
1100,849072320,Ville+de+Laety,521,478,3,479
6161,849073541,Ville+de+AKnJC67TEUq,431,539,13,430
4901,849073085,Ville+de+0raange,545,545,1,197
7314,4637294,Ville+de+Magivra,426,531,7,891
3799,3021088,Ville+de+Merco226+3,529,522,0,1874
3474,3742376,Docteur+whisky,504,449,15,2692
1485,849027148,Ville+de+Patrique+Blanquette,489,536,7,566
5962,849073435,Skylar,497,575,7,514
7477,2441986,66E+X,664,686,4,1659
2046,4410944,46.01+Kalamata,494,680,17,8923
7499,849048648,Ville+de+Gandalf+invincible,558,460,2,831
798,849072254,Ville+de+le+goat%2A,525,516,1,567
2359,849064217,Ville+de+Akesel69,543,481,7,221
2380,849029506,0264+-+Pouik,656,483,3,5683
4193,2251353,001-Lantia,547,511,2,15421
5296,849073173,Ville+de+GuardienJo50642,439,524,17,806
4537,849072987,Ville+de+Strat%C3%A8geZeuz92686,542,540,13,223
3128,1157973,I64.002,649,482,15,7013
964,849072284,Ville+de+Mathcrts7,496,525,10,509
709,849072239,Ville+de+Palcficateur,470,487,7,974
3403,2984457,Ville+de+xarek,305,687,16,997
1259,849072352,Ville+de+veve,533,488,12,221
1066,849072312,Ville+de+boubinho,520,525,17,509
4069,848900775,003,542,501,18,2073
3108,848967603,Marcus+54-002,551,477,1,2984
3397,849072800,Ville+de+FEFANCE,542,515,2,1173
7252,849073872,Ville+de+SoanVlb,428,487,12,225
1057,849072309,Ville+de+Kingjon,520,525,6,913
883,849033950,Ville+de+alex870999,496,525,17,1118
4478,2441986,66B+WOLVERINE,621,633,4,7717
1036,184151,Ville+de+fanfan69400,489,528,4,550
385,849071784,Ville+de+bedjare,495,511,9,988
5770,849073349,Ville+de+4AZ51rRlR,488,437,17,430
7390,849073455,Mekeufelapolis,427,522,3,1285
4249,848943364,Terrine,439,513,8,5918
3173,848983723,Pluto+55-004,545,507,13,1260
1568,4750623,Ville+de+Molotov+2,481,450,8,1751
2818,2276389,KCDQ,489,536,14,1587
2276,848903564,Ville+de+reme,533,468,1,570
905,849071246,Ville+de+Mr.Shelby,519,484,0,1295
1430,686987,Ville+de+vivelyon78,510,463,2,526
6070,849073484,Ville+de+tfgd3gYDi1G,451,458,16,430
1106,849072323,Ville+de+ousmanekebe864,521,478,7,221
4186,849060830,Ville+de+pharcus,547,511,18,221
1484,849072403,Ville+de+Dermato,467,515,17,225
6998,3686370,Ville+de+Xpreme,409,477,17,1697
4939,849068086,Ville+de+marclerouche+3,470,460,2,2944
2575,849072619,Ville+de+Mkrln,469,454,3,221
2793,849044784,V.14+Dan,453,502,5,3257
6045,1157973,I64.004,624,496,12,4341
5520,849072449,Ville+de+Mas2024,522,423,15,997
670,849072233,Ville+de+sp%C3%A9dofil,514,501,0,1049
3684,849071994,Sparte,570,541,16,4502
1026,849071389,Ville+de+OttomanX,489,528,5,569
734,849072244,Ville+de+MattR008,470,487,19,543
2475,135790,Ville+de+lilo4913,515,536,19,197
4643,849073026,Ville+de+StormeMk,560,501,11,511
6052,2139806,Cecl59,425,518,5,3035
1416,849072382,Ville+de+Bonobo+Kong,510,463,8,223
2801,848967603,Marcus+54-001,558,476,5,4804
7603,849073409,Letopolis,607,512,2,1614
8067,1433628,Sparte,488,574,2,1273
1624,4507314,Ville+de+benttots,481,450,19,1421
1215,849025218,Ville+de+Galoo,533,496,2,219
6432,849073678,Ville+de+Flamme+blancheL%C3%A9oni65257,537,454,8,197
2373,849072582,Ville+de+jooooraf,543,481,6,243
5551,1140482,Kourou,560,501,18,2617
7539,3060746,Ville+de+gillesdu28,528,433,8,175
2410,724911,Ville+de+vsig,532,465,12,1184
6897,849071929,Ville+de+pioupiou2,449,522,1,1327
809,848935737,Ville+de+albert+chtouil,525,516,14,177
1128,849072328,Ville+de+zigouzig,525,481,12,221
5329,849073182,Ville+de+kbrvwzowcyw,436,521,6,516
6427,438032,Lepapi+2,438,553,9,2173
1822,3712634,Ville+de+bastien2015+2,531,514,6,5029
5749,849073338,Ville+de+Faust,556,542,11,221
7416,4240310,Ville+de+King+A.,540,558,13,175
5491,1898515,Ville+de+Korrigans95+3,470,518,1,1525
3656,4927731,Vulcain,545,507,9,4779
3056,3021088,Ville+de+Merco226+2,570,541,15,2333
2058,849072516,Ville+de+MorpheusRex93,471,463,11,530
3509,849072814,Ville+de+Lizox3,492,554,2,221
5224,849072886,02+Ratus+mobile,616,330,10,10018
5893,1433628,Babylone,488,574,7,5402
5380,849073213,Ville+de+Mistergabsdu56,461,556,11,257
4019,849023884,45-02+LeDoubleH,475,539,16,5120
6265,849073623,Ville+de+Tithib76,548,470,17,2016
6053,849073473,Ville+de+cobra26,425,518,19,549
392,848970482,Ville+de+KaoZdu62,502,483,0,1703
896,849072263,Ville+de+Blastoto,521,492,12,223
6421,3906188,Ville+de+chevalier+des+reines+3,542,511,5,1298
1823,4883118,M54,510,493,5,1357
5067,849071126,Ville+de+jerigrid,558,535,17,199
7715,3953719,Ville+de+MagiCTrOl,572,486,11,175
2680,848986567,brendok.,541,517,8,3304
1286,849072358,Ville+de+MagicPoli89525,458,492,1,256
1955,849072494,Ville+de+Kira77100,471,463,10,221
3525,849060281,Ville+de+Gaweca,525,516,6,2245
7928,849004810,013,661,689,18,1236
326,1834489,1.+Paul+Watson,492,504,10,9002
540,4321706,Gold,519,467,8,2823
7784,849072886,Ville+de+Ratus+Ultime,623,325,15,1528
2463,848994703,02+Naimpossible,488,451,3,1836
1589,849072421,Ville+de+gabriel2010,462,511,4,238
2559,849072614,Ville+de+louwolf22+bani,456,470,8,219
3033,849072215,Ville+de+Kebab59,708,495,16,1949
6609,849073728,Ville+de+Luc+HD,460,448,17,439
5196,47296,Ville+de+tth67+2,642,338,6,1582
7726,849073965,Ville+de+tockman,572,486,2,221
1250,849072350,Monastiraki,533,488,17,221
6224,849073581,Ville+de+zX1RykYlFF,518,450,13,413
6229,849073586,Ville+de+FzJppHSMWw,535,458,9,430
957,849072283,Ville+de+Link16,478,474,8,525
5353,849073195,Ville+de+z0ZH5X5Z,486,566,10,197
1257,1759127,Ville+de+rom1664,533,488,2,197
1084,848999774,Ville+de+vince+le+guerrier,470,507,9,384
2576,3396253,Spartes,425,439,1,2581
4409,849072956,Ville+de+criziana,531,541,7,791
2499,4031902,Ville+de+Patricia+K,515,536,8,435
1666,935272,Ville+de+laurent92,509,460,10,1233
5775,849073353,Ville+de+hrtV55EOOJ,488,437,1,430
6502,70994,Ville+de+darkiboon,558,476,12,609
7551,849048979,Ville+de+pastawarrior,528,433,14,175
7429,1298422,Ville+de+Maureen881+2,426,531,2,1124
941,849064142,Ville+de+MagicConan27666,496,525,16,864
5732,849073328,Ville+de+xfgv5ctW,534,560,10,430
5835,849073395,Ville+de+bsBQ31PIXnz,461,564,3,430
372,4784971,Ville+de+cartman1162,487,507,2,934
1476,3895502,02.1+pat59nord+I,483,447,5,7993
7064,2652135,Ville+de+Kromagh,436,471,16,566
2330,849067520,Patrick,486,453,15,3852
2126,849023884,45-01+LeH,470,532,13,8016
6155,849073537,Ville+de+k1hVBANen,434,543,15,430
976,849072288,Ville+de+L%C3%A9a+positive,472,503,15,197
3445,849048742,002+-+Icarion,649,482,14,4756
2203,849072540,Ville+de+Thanatron,463,527,6,559
3546,849069656,Ville+de+Augustin+Tardi+Graux,485,556,11,197
2112,849072532,Ville+de+Wamyii,452,499,16,1202
3409,849065672,Glaive+O+45-2-1,416,577,4,1856
5534,849073261,Ville+de+Ti2s,433,530,1,197
5443,849012058,Ville+de+Anastasia,453,554,9,219
4286,1002199,FUNKWAREZ+II,344,477,16,3557
211,3895502,01.1+pat59nord+I,498,494,3,8694
271,1294644,Hort%C3%A9,506,489,7,3241
6252,849073609,Ville+de+BQvUbixvCoh,535,458,17,430
2571,849072617,Ville+de+Noux91,469,454,2,715
471,849072204,Ville+de+Apoleboucher,507,504,7,2060
942,849072277,Ville+de+Bora,478,474,4,589
628,4920661,45.01+-+Yroul,477,503,1,2408
7391,479274,Ville+de+mouchor10150,553,454,2,175
6692,4922120,A02+-+Biomystic,438,553,5,2655
1690,849065672,Glaive+O+45-1-1,491,545,19,3431
3641,4892349,gold,526,537,16,1841
3454,,popo,545,491,15,1064
1060,849023769,LENS,520,525,18,7370
7907,1205287,Ville+de+ragaro,532,465,13,1032
1050,849072305,Ville+de+CGZRE,489,528,16,197
6294,849073647,Ville+de+ujVsWM1TO,557,493,9,430
2243,20686,45-01,491,545,5,6748
7668,4818285,Ville+de+VINCUS,505,427,10,175
1170,849072334,Ville+de+GreatRenald94172,467,480,17,463
7712,849067562,01.A54.Paris,572,486,18,1164
4096,4571553,4.A.Theodoron,551,477,4,3572
6297,4768784,4201...Vf,423,243,13,3097
2003,849072507,Rhum,545,491,16,470
5058,4768784,6401...Cava,689,480,5,4447
1348,849072371,Ville+de+%C3%A9clipsegame,477,528,6,476
1295,849072360,Ville+de+Dedek22,458,492,11,221
4366,3895502,05.1+pat59nord+I,758,454,13,2894
5799,849073371,Ville+de+l0beqNMk7q,556,542,17,430
7908,849073694,02.+Eden+Log,562,492,2,1418
3104,469763,Ville+de+Lunargente+2,518,497,5,1692
7667,4768784,Ville+de+sangolagan,633,496,13,1237
3167,812223,44+P3,504,449,7,6142
5587,849073277,Ville+de+PfO7Xy4HaRb,433,530,19,413
5015,849073103,Ville+de+Babylone,564,519,14,2950
1214,849072341,Ville+de+Livister,533,496,16,219
1477,967900,Ville+de+doudou7,467,515,18,200
4161,1501843,5+DOGE,420,461,1,3308
5434,849073233,Ville+de+X7Oi8yC2e,466,560,4,430
4564,849072993,Ville+de+nalana2809,542,540,2,511
1049,3754257,Ville+de+Greenyeah,464,488,10,1314
3824,4768784,6402...Portail,657,477,10,6425
7427,849024244,Ville+de+BillBill,552,553,5,175
475,849072206,Ville+de+Cagole,487,507,19,902
3518,4768784,6501...Contondant,677,561,9,7173
4432,848947616,Ville+de+davidcroquet,531,541,2,1389
1331,2141040,Fimela,490,447,4,1711
1458,849072399,Ville+de+Dorian12,467,515,14,219
2777,849072684,Grand+Kan,524,459,14,266
3880,849072874,Ville+de+Papioups,441,511,1,808
