3724390,Satarus,,175,2923,1
849047024,Beko2,,598,1785,1
849072184,saw18,,549,1894,1
849072332,Lio+Onen,,493,2056,1
849072257,BarbareDel38339,,197,2741,1
849072349,titus57,,197,2821,1
849073429,Hultymus,,564,1842,1
849012058,Anastasia,,219,2664,1
849043937,N4sKaa,,1141,1351,1
849072480,Natsimhan,,221,2620,1
849034925,Alexandr,,731,1718,1
848998326,GaspillePasTonRSAEnGold,,1138,1353,1
849073153,Dylan+stark,,0,3007,0
849072400,Roi+Burkhardt,,608,1778,1
849071781,jade3,118,1051,1427,1
849073362,fgArxkfsJ,,430,2264,1
135790,lilo4913,,197,2777,1
967900,doudou7,,200,2714,1
849072513,NINWOOD,,509,2032,1
849072526,estegau,,1822,1032,1
849072403,Dermato,,225,2511,1
197696,Zeus90,,223,2549,1
2225570,jantoine,,459,2126,1
849072209,Boeno,,614,1771,1
849072289,Eloflo,,746,1715,1
849061154,Ethantag66i,,236,2490,1
849073822,miliodf,,219,2690,1
848990691,Sheeeeshthebest,,1003,1473,1
849072222,Ivrogne-Masqu%C3%A9,,0,3047,0
849072214,Amixemus,,221,2555,1
849073688,rotophile,,1113,1376,1
849072404,Skill+Issue,,566,1836,1
849073888,Blackchibre28,,0,2977,0
849072330,Madrilene59,,461,2124,1
849072539,Pierre18,,221,2633,1
849071505,Lyana,,221,2607,1
849072941,Babsoulelou,,221,2561,1
849073244,uBTHeHjKk,,430,2379,1
849072272,OSCAR824,,562,1856,1
849072529,ax33guimauve,,547,1901,1
849073144,korkanin,,0,3065,0
849072442,darkroukoul,,823,1649,1
849073270,io2gMctI,,430,2295,1
849072974,Hymir99,,197,2765,1
849073554,njZKO0Lt,,430,2334,1
849072612,alexouille38,,228,2499,1
4762344,Is4kii,,507,2045,1
849072188,zackary,,199,2727,1
849072271,uuekgqyqgvs,,516,1981,1
849073414,68lxcVnku,,430,2196,1
849072233,Savon2Seillemar,,1049,1429,1
849072753,Stcibard,,224,2518,1
849072190,Piece1,,221,2632,1
849044145,Wennan,,691,1741,1
2326793,Alexia+Cool,90,7763,544,2
849072320,Laety,,479,2077,1
849024019,Askiplios,,509,2012,1
89673,serwanx,,175,2925,1
849009622,pack2six,,924,1565,1
4319092,Thorzan,,581,1811,1
849073297,i1x83hSzDi,,430,2286,1
849072545,Megara.2401,,0,3105,0
849072695,ManiacMama58120,,497,2053,1
848988257,Lamich14,695,992,1493,1
3672916,DrG666Axel,264,1018,1458,1
849072234,Julius+II,,441,2151,1
849072582,jooooraf,,243,2481,1
849072296,Akyhito,,441,2141,1
849033951,alex8709,,689,1742,1
849072293,POCAHONTAS,,441,2158,1
848981589,%2AxShadowsx%2A,,0,3210,0
849072412,CHOUETTE,,259,2470,1
849070117,Ethan1409,,0,3015,0
849072809,leash,,197,2771,1
849072933,Alistal,,197,2734,1
849073063,groctave,,221,2590,1
4406490,BetaProGaming,,592,1792,1
848935254,L+Lawliet,,1160,1335,1
849073522,Q9e2LLkjXP9,,430,2351,1
849072834,Ethelred,,0,3016,0
849072177,FlorianICR,,1277,1274,1
849072893,Brittany93,,258,2471,1
849072948,louze,,221,2603,1
849073885,Bastouwu,,557,1866,1
849073607,MJfzuxaA,,430,2324,1
849073066,LionAboss5470696,,0,3084,0
849073934,orlane,,175,2908,1
2221763,sam+lebrave,,175,2921,1
849073265,Lucas2011,,221,2604,1
849072229,Tsunade4u,,223,2546,1
849073023,Toshisma,,0,3184,0
849072286,20Nono14,,480,2075,1
4202036,lutzkillers2,,197,2781,1
2448171,lm30,,578,1812,1
849058322,Javier+Milei,,175,2879,1
849072242,fullboxon,,202,2711,1
849072473,abaslesarabes,,562,1854,1
849073086,Kellog,,0,3061,0
849062238,thib4000,,221,2646,1
849072844,VoyageurSissi27381,,221,2655,1
849062154,jeremi,,784,1686,1
849073163,Seraphime,,197,2810,1
849072220,Clem2402,,221,2570,1
849072261,Anja24,,197,2736,1
849045529,arcannes,,221,2556,1
849072263,Blastoto,,223,2522,1
849072337,Oyasu,,221,2626,1
2871815,creeperdu38,,230,2498,1
849073193,J619feGtA,,413,2442,1
849071795,Leolito,,0,3076,0
849072208,speedy38,,560,1860,1
849073126,hades1234,,0,3033,0
849072371,%C3%A9clipsegame,,476,2081,1
849072335,baba1383,,511,1998,1
849054878,MoonZea,,0,3112,0
849073050,aDOLPH,,221,2551,1
849073310,Gribouillelechat,,0,3031,0
849072287,alexgv,,540,1909,1
2574652,loigi44,,964,1533,1
4835639,Vlad12789,,928,1562,1
849073029,Sen%C3%A9,,0,3160,0
849072180,Zokua29,,1091,1395,1
2351156,nounours91390,,197,2792,1
2539335,lolerskateswag,,861,1620,1
849073351,3yMh4GjrD,,430,2187,1
849072468,Shishiland,,320,2456,1
3414771,Gregg03,11,2700,844,1
1537288,tavboy,,175,2929,1
848937276,Mendonmyr,,505,2048,1
849073381,SxjkzoXH6G0,,430,2372,1
849073279,Fz7c1kpru,,430,2271,1
849073576,qMOxdhy3O,,430,2356,1
849073400,zc0kfr88C5,,430,2431,1
849073681,Le+lion76,,0,3074,0
849072961,Envl,,197,2754,1
4074183,NiCo81710,,175,2906,1
849072938,MAY.W,,221,2610,1
849073145,Volverine1969,,0,3203,0
849064595,Grand-chatelard-2144,,951,1545,1
849022071,Bubulle25,,883,1591,1
849072561,Aylavan,,474,2092,1
849018106,Tyler+Durden,378,16027,292,5
849073332,Albator30,,0,2947,0
849072328,zigouzig,,221,2660,1
849072531,Valarlde,,0,3197,0
849072512,jaqyuille,,219,2680,1
849072370,Ralvniss,,0,3144,0
849072324,Jean+Mathiouz,,467,2108,1
849072491,Cor%C3%A9e,,221,2573,1
849072522,Zizicopt%C3%A8re,,0,3217,0
849069869,zakapt,,270,2466,1
849072570,Nilis+63,205,0,3121,0
849072279,Lipolis,,0,3085,0
849073376,6lrHSxPd,,430,2198,1
849072553,Soartrox5017,,0,3167,0
849072500,marc1234,,0,3101,0
849072560,Deimoos,,225,2510,1
849073524,DVWVDvpdXj,,430,2252,1
849072718,Faetingrad,,563,1847,1
849072186,Drick28,,511,2000,1
1156630,djarial,90,1748,1060,1
4425406,vtrl,,1173,1329,1
849072735,Zionoon3,,221,2661,1
849073040,montagnes01,,221,2616,1
849063887,Brice17,,175,2853,1
849072262,L%C3%A9ocadie,,210,2707,1
849072368,Clair+de+luneCh23866,,533,1919,1
935272,laurent92,,1233,1294,1
849030679,ChristmasAuk,,1693,1083,1
1700549,Lacafir,,197,2768,1
849072647,Ben05.,,771,1700,1
849072421,gabriel2010,,238,2487,1
849072253,LEDOUX+ANA%C3%AES,,452,2132,1
849072817,Anthoss22,,0,2950,0
849073272,Redkeen97,,811,1654,1
849072922,olivier+andr%C3%A9,,219,2692,1
848997135,onspy,,197,2795,1
849073044,H%C3%A9l%C3%A8%C3%A8%C3%A8ne,,575,1818,1
849002029,Da%C3%AFa,,175,2858,1
849073021,Lisie,,509,2027,1
849072231,Sting,,221,2644,1
849013526,thib03,,552,1883,1
848968521,paleysien,,441,2157,1
849073849,test56,,197,2818,1
849073386,FtpKoyVB,,430,2270,1
848882463,Clem006,,484,2069,1
849073262,Liberios,,0,3080,0
30907,ben74,426,0,2970,0
849072773,sarah17,,197,2809,1
849027148,Patrique+Blanquette,,566,1835,1
849071784,bedjare,118,988,1498,1
849040805,trafaniou1,,0,3186,0
849072685,Kharnagge,,221,2599,1
849072411,diomede+4,,242,2483,1
849073476,2D5iowor,,430,2175,1
4391569,zeugfayer44,197,23978,206,5
849073692,NeigePatricia52145,,563,1850,1
2447687,lady+pixie,,540,1911,1
848972718,missy38680,,495,2055,1
849072759,Lewis106,,197,2774,1
849072251,KapitaineFlint,,0,3060,0
849073799,Hinatta,,595,1788,1
4295486,Ghost+BC,,1461,1173,1
4884403,leiizeuhh,61,988,1499,1
849072596,Eomer,,862,1616,1
849072356,Calhi%C3%A8s,,516,1968,1
849072270,Juliette3d,,214,2703,1
849072304,Trevors82,,904,1577,1
849072243,TeravaG,,197,2817,1
849072178,Paleytus,,757,1708,1
849072965,Derek76,,509,2016,1
849072300,pctjeanne,,221,2629,1
4270219,HistoriaLogia,,4648,697,2
2141040,tohuberty,,3160,802,2
849072314,Ewynn,,223,2530,1
849020374,gool4,261,1801,1040,1
849073336,8YK0PEb7WM,,430,2207,1
848894217,Zelyphe,,221,2659,1
849066785,Alter,,466,2109,1
2868998,Wz+TxK,,5785,626,3
4870376,brevandu56,123,555,1875,1
849065765,Birdy,57,612,1772,1
4881811,Deniris+Stark,,807,1659,1
849072607,Barbeblanche,,221,2562,1
849073583,opXB5QMHw1,,430,2340,1
849072746,lovallat,,511,2005,1
4511471,liamchat,,17455,269,3
849004516,para073,,1313,1250,1
849072897,Sloopyks,,780,1693,1
848906430,deumir,,175,2860,1
849024227,ledouzedeux,,717,1727,1
686987,vivelyon78,,526,1936,1
1860102,iper+carlos,,0,3042,0
849073611,xGxUzX5Rz,,430,2410,1
849072578,Pisistrate,,578,1813,1
1353369,jemjem72,,923,1566,1
849072892,Appoleo,,556,1870,1
849072329,Gabinus+europaeus,,518,1961,1
849073228,CralNX7O6,,413,2440,1
1126267,Yolandir,,175,2936,1
849072203,T1+Oniz,,519,1958,1
4886584,spartiate69,,942,1549,1
849073518,VAm5bnIhB,,430,2388,1
331478,dgeok,,284,2459,1
4808898,White-Snake,,2578,853,1
849071389,OttomanX,,569,1828,1
849072360,Dedek22,,221,2576,1
848896777,Emperador+Markus,,519,1953,1
849072608,welca,,519,1960,1
849072230,Hugolaubast,,0,3038,0
2552011,vincentle23,,691,1740,1
848961628,yuyu37,,793,1675,1
848973934,Sledax,,0,3166,0
849073471,YXQb9Vsc,,430,2429,1
849072744,lords+of+destruction,,197,2779,1
849073406,60EtqQVsh,,430,2194,1
849072743,Paulin,,199,2723,1
849073290,YaO6OEY4,,430,2425,1
849072309,Kingjon,,913,1568,1
849072348,Jaden,,0,3050,0
849073614,peF6eVS4o0F,,413,2447,1
849072485,Kryptorr,,585,1802,1
849023067,WowoW,,219,2699,1
4900329,Green-Ostrogradski,,952,1543,1
849073496,Ab7nJk1Q,,430,2212,1
849068064,Noatak,388,23924,207,6
849060830,pharcus,,221,2631,1
849072690,fissa93,,851,1625,1
849073236,734bHAfOD,,413,2437,1
849072358,MagicPoli89525,,256,2473,1
849073464,DQf9RUjbd,,430,2251,1
849073252,A0EyD2X4q,,430,2208,1
849072498,Aren+KILLER,,221,2557,1
560494,slyv13,,1030,1444,1
849072693,Zepi32,,0,3215,0
849073677,Brownekos,,221,2566,1
2182468,GUGUS+LEBRAVE,,175,2875,1
849072839,Yodlanight,,244,2479,1
849073489,GODo,,0,3028,0
849072430,Hatis,,563,1848,1
849073892,MouchorLDZ,,534,1918,1
848981419,BITCOIN,165,0,2975,0
849037891,Hubert522,452,0,3037,0
2278658,Rexxar53,,794,1672,1
849073333,ixNHR1mXp,,430,2297,1
849072619,Mkrln,,221,2614,1
848896782,Arleking,,461,2122,1
849072702,Ju-jitsu+73,,0,3056,0
849072382,Bonobo+Kong,,223,2523,1
2315263,Cylake,425,21733,226,4
849011308,L3gion,,1322,1241,1
849072206,Cagole,,902,1578,1
3216493,Skaynn,,857,1622,1
849072301,Poiu255563,,201,2713,1
849073327,0ywJbVau,,430,2167,1
849072852,partano,,221,2628,1
4758140,angelo69110,,219,2665,1
1052281,carmorjean,594,10758,429,3
4919810,Pintes+Meister,,784,1688,1
849072873,Laurius+Alanius,,441,2154,1
849073271,pS3w3e5Mblb,,430,2348,1
849072833,L0kyr,,0,3067,0
848930573,PetitChouuu,46,3396,783,1
849073487,gNyZ5uvrZa7,,430,2278,1
848999774,vince+le+guerrier,,384,2455,1
849063556,Bituit,,765,1705,1
849072554,kara2024,,441,2152,1
849072687,Bona,,0,2979,0
849071236,Skyllers90,,241,2486,1
849072255,zaxor667,,197,2831,1
849072846,OmarTheKnight,,608,1777,1
849073026,StormeMk,,511,2009,1
849074019,wrz2k,,839,1638,1
849072943,Samu%C3%ABl,,225,2514,1
849072496,Dary+stone,,516,1971,1
849056991,ai+hoshino,,566,1832,1
2334172,95Tueur95,,0,2940,0
849047455,Grayouu,31,20800,230,5
849072598,DeTalleyrand,,533,1920,1
760304,fkiri,244,12876,373,3
4855765,Anevva,,862,1615,1
849072689,Axel+levis,,512,1994,1
849073729,Corentinx,,0,2990,0
849072357,Isidor,,0,3045,0
849073718,dhierd,,506,2046,1
849072768,RugissantRomain+51182,,583,1806,1
849072562,Petitpiedus,204,4663,696,2
849072218,darck,,507,2043,1
849072219,megtasss,164,1154,1342,1
4856595,Amalyne,,197,2735,1
849073587,ufgAY24mAhb,,430,2380,1
849022803,Xx-Rome-xX,,599,1784,1
849072495,Odio,,0,3127,0
849025964,BlanKa27,,175,2851,1
849073457,w4Z6rgUfyI,,430,2396,1
849073289,Volcan+des+D%C3%B4mes,,221,2654,1
4080461,suky11,,525,1939,1
849072820,lulu2205,,221,2605,1
849072530,Julien67170,,0,3057,0
849071782,zazzou,118,1030,1445,1
326481,kulvo,,1211,1302,1
849072698,Eldraa,,511,2001,1
848954446,Raja+Zyke,,1342,1233,1
848953101,TheReplicant,,842,1633,1
849072336,Guigui64,,197,2762,1
1756816,rome820,,1180,1322,1
849073678,Flamme+blancheL%C3%A9oni65257,,197,2756,1
849072870,Zaratan,,509,2041,1
849000767,ThePigvader,,197,2819,1
849074003,LEXOU2428,,197,2775,1
286222,kane18000,367,22271,220,5
849072691,orzel6500,,488,2063,1
4768784,sangolagan,46,59047,65,10
849072568,johnnycater,,509,2023,1
4729918,vikiboy,,1231,1295,1
20930,tytoo,,0,3194,0
184151,fanfan69400,,550,1885,1
849072696,biboule93,,225,2508,1
849072954,Constantin+Ier,,509,2014,1
4815253,donroumano,,279,2462,1
4582855,Readyt,,509,2036,1
849072970,Aragorn27,,560,1858,1
4142734,v%C3%A9t%C3%A9rant02,,474,2097,1
3870423,Starc2,,2091,940,1
849072766,Sticky,,0,3172,0
1526076,zokwezo,,2395,877,1
849035782,La+cit%C3%A9,,1201,1306,1
766712,lili-chan,,477,2079,1
849072898,el+gladiatot,,197,2749,1
849072658,paryzos,403,905,1576,1
849073298,Dunris,,575,1817,1
1040520,ractamard,,0,3143,0
849072443,bonarien,,221,2565,1
849072540,Thanatron,,559,1863,1
849073108,KESOOL,,583,1804,1
849073682,Mama13,,197,2782,1
849072244,MattR008,,543,1906,1
849073560,rI5a9rxRJwP,,430,2362,1
849024460,BINKS,,219,2669,1
849073834,vhkfgjhvbdt,,516,1982,1
849025218,Galoo,,219,2678,1
849071958,castorpollux,204,3600,758,2
849072438,Axel71,,0,2962,0
849072312,boubinho,,509,2013,1
397032,Poelss,,1133,1359,1
849072622,TAMZ,,806,1662,1
4544324,maxy2211,94,1239,1291,1
849072236,BKSPoildur,,454,2130,1
849073993,Zeus3409,,197,2832,1
3688657,Youpounette,,1535,1146,1
848985172,Alice+in+Wonderland,,1059,1417,1
1197120,AngeloH4,,2034,961,1
4128590,Nlzer,,457,2129,1
849072590,Mitsuwah,,552,1880,1
849055038,gaga22-086,,197,2757,1
848935737,albert+chtouil,,177,2836,1
849072252,M%C3%A9lineMarzieu,,221,2612,1
849072225,Ashanae,,0,2958,0
849073070,Zatoshi,,477,2080,1
3347455,Rosallyne,,701,1737,1
848959949,xzer,,197,2829,1
849073577,o4BfIfptMQc,,413,2444,1
849073300,TobiLeMalin,,221,2649,1
4631686,Grand+Ca%C3%AFus,,789,1679,1
849073653,filMTlcE1,,430,2265,1
849073734,xillion,,219,2700,1
849072476,stripsha,,2314,892,1
848979620,Gulsky,123,1517,1153,1
848960125,Vinzz,,753,1710,1
4445323,Aring,,221,2559,1
849074023,nihal,,0,3219,1
849072305,CGZRE,,197,2744,1
1581841,Flavius+Aetius,,217,2702,1
3723757,Larriens,,880,1593,1
849072557,Onii,,197,2794,1
849073215,Per+eval,,0,3136,0
3953719,MagiCTrOl,,175,2894,1
3724098,Anonymous+bs,,175,2843,1
1140482,faurius,425,8976,481,3
849073311,Modgo,,197,2786,1
849073156,Holympe,,197,2764,1
849057536,eraflor24,,0,3014,0
378044,goulderst,,733,1717,1
849072424,gerry,,197,2759,1
848903564,reme,,570,1824,1
849072836,Emmanuel2005,,221,2580,1
849072939,haruna,,197,2763,1
849072995,Shuren,,0,3162,0
849072232,Victor6,,558,1865,1
2853847,Decagone,,0,2998,0
849072291,aaefefreg,,188,2833,1
3036315,Grunchy,2,11993,393,2
849072602,Mikado41,,0,3108,0
4927307,Samsam3147,70,120525,11,21
849072454,CommandantAko,,512,1995,1
1060262,bruno8686,,3117,807,1
849073490,iT9Sh6vz1h,,430,2296,1
849073403,vzEax7uZ,,430,2393,1
849057623,canard29870,,616,1770,1
2356837,Sir-KintaMax,314,125445,9,13
849023732,Light,,0,3081,0
849073876,Moon999,,197,2788,1
849072428,LED23,,197,2772,1
849072733,Lisam94,401,1675,1090,1
849072528,enzo13340,,223,2529,1
849072614,louwolf22+bani,,219,2685,1
849059507,glandinus,,221,2588,1
849072499,FouAlexis77849,,541,1908,1
849073479,qiTKT2o7ygG,,430,2354,1
849073495,wnrAeHSyISg,,430,2400,1
849072910,csgame9011,,981,1513,1
849073030,VAxOuV,,0,3200,0
849072821,Ruby+le+pourpre,,441,2159,1
849073946,Leeroy,,197,2773,1
849073251,bSxZMA2vi,,430,2237,1
4784971,cartman1162,,934,1554,1
849073886,Nymarac,,197,2793,1
849072972,Simsou,,551,1884,1
4476187,Euphoria.Kayzen,361,15707,299,3
849072444,hercule+1960,,516,1972,1
848927280,MrZipo,,984,1506,1
1464188,alunya,,210,2704,1
849073797,Tusskk,,0,3193,0
849072474,LionY62932,,476,2086,1
849071783,cornelia,118,855,1623,1
849061479,Battris,302,1629,1111,1
849072527,swannj,,949,1546,1
849072492,Sachenar,,221,2639,1
848898476,PtitMelonn,,1677,1089,1
2184350,faust4,,0,3018,0
849072515,Isodora,,223,2534,1
849024263,Johndaniel,,219,2681,1
849072436,Toflunik,,519,1959,1
849072248,Loopside,,0,3087,0
849072847,Louana,,0,3091,0
1275729,1MARC+ANTONINUS,322,0,2937,0
849073599,XtDzFTDV,,430,2416,1
849072239,Palcficateur,119,974,1521,1
849072415,Calixte,,437,2164,1
849071785,ag2r,118,1032,1438,1
849072372,Luluze,,223,2538,1
849072447,le+super,,219,2683,1
1759127,rom1664,,197,2807,1
849045025,mathylde,,723,1723,1
849073197,TauDrbxLFL,,197,2816,1
648290,Cyparis,,1298,1259,1
849072254,le+goat%2A,,567,1831,1
849072854,vierona,,986,1504,1
2437910,pasdum,,247,2476,1
849072445,Poyalt,,968,1528,1
849072763,ChasseurF31734,,511,1999,1
849073347,b6Xdd086jQ4,,430,2222,1
4705402,ReyGnar,,450,2134,1
849073170,nallao,,228,2501,1
849030906,stefdu76,,878,1595,1
848956402,Loeryx,,1758,1056,1
849072558,eghfbsdjbsdfskldfhsqbh,,445,2137,1
849073612,BcBHyv3FMG,,413,2438,1
849073999,damimax,,459,2125,1
849067944,erenor,,1528,1151,1
849073266,LUcas+de+seclin,,549,1893,1
849073712,Aokk,,587,1800,1
849073536,pzThtuS4ce,,430,2349,1
4358609,caparace,126,0,2984,0
849067901,Mr.Anonymous,,0,3113,0
849072245,MW543,,197,2789,1
849072241,Alex640213,,0,2948,0
849073630,3oP0Geoa,,430,2185,1
849073860,iglesias,,0,3040,0
849073020,Isolis,,0,3046,0
4446499,Americo+garcia,168,3652,755,1
849072523,Shybrgro,,0,3163,0
849014372,Nazif02,,794,1671,1
1594634,druideepr,,1030,1443,1
849072247,LePenEnRogne,,0,3078,0
849072246,NOELINE,,509,2033,1
849073238,RqvnjHuK4F,,430,2365,1
849072361,Bichette71,384,5408,656,2
849072868,TomateAuVin,,197,2824,1
849073162,Salix17,,0,3152,0
849073472,ndpljIUEIw,,430,2329,1
849073341,Fofolle972,,0,3021,0
3546511,dezuete,,0,3003,0
849035934,PASCALM,,197,2798,1
849071633,Yltahir53,,1115,1374,1
849072719,edgwood,,251,2474,1
849072987,Strat%C3%A8geZeuz92686,,223,2543,1
849024244,BillBill,,175,2850,1
849072504,Blacksang,,221,2564,1
849073990,alex44,,223,2519,1
849072494,Kira77100,,221,2600,1
849072484,gronigos,,805,1663,1
849072519,Leonhard+EULER,,0,3077,0
849036700,jakoulecrocro,,221,2596,1
70994,darkiboon,,609,1773,1
848990265,jeanluc08051970,,545,1905,1
849073331,2ZrRv162,,430,2182,1
849072777,bgaug,,593,1790,1
1229025,melissa77,,582,1808,1
849073568,xz5H2JaS7L,,430,2419,1
849072745,Magick,,476,2087,1
658675,nbvghg,,1104,1382,1
849073723,Lya123,,0,3095,0
849072592,tibo+in+shape,,539,1913,1
849073022,Alexandrosins,,221,2553,1
849039453,frederic94,,1320,1243,1
849073357,Vq2IEpmAl,,430,2391,1
849073555,FfsNDmvEph,,430,2263,1
849073608,PaP1cB5in,,430,2345,1
849073706,jptiti,,223,2535,1
849073580,gid78e7YMNx,,430,2277,1
4812416,Arkanthe72,,0,2954,0
848930954,Gojo+Satoru,,175,2872,1
849042215,Afk+farmer,,1649,1101,1
849073411,EfLwnNSkUJt,,430,2257,1
849073057,carlita03,,197,2743,1
4424319,HanMoea,,1032,1441,1
849071545,adroigt,,3702,752,2
849072347,Real-M%C3%A9r,,219,2694,1
849072488,ECLIPSE+PRIME,,0,3011,0
849042578,Chouquette,,0,2987,0
849072621,clairdeluneAnnabeth,,639,1753,1
4577962,AzzmogFr,,1089,1397,1
4727596,Abaddons+fury,,0,2941,0
849072318,Lily2002,,625,1758,1
849072802,Josomaytya,,968,1527,1
4816225,Qazedef,505,1143,1347,1
1350983,alexmisi,,202,2710,1
849050804,Gorz699,,2242,905,1
849072345,Aristote+1er,,588,1797,1
2318503,taraske,,964,1534,1
4130230,The+Black-Pearl,,833,1642,1
849073149,AdLaTise64,,0,2945,0
849072168,La+bulle,,1689,1086,1
849073548,D3vMzm4GRDO,,430,2246,1
439426,jon123,,619,1767,1
849072721,Zigomares,,481,2074,1
849072659,Reniyos,,208,2709,1
849072894,Typlouf,,197,2825,1
849073314,WANDA,,221,2656,1
386533,Esperax,,906,1574,1
849073017,ARTHVZZZ,,221,2560,1
394432,malofred,,0,3100,0
849072556,Dieulinda,,463,2116,1
849072792,KDBDG7,,509,2026,1
294225,LastWar007,,446,2136,1
849072688,John+Yann+mutewa,,221,2597,1
501091,fuser38,,219,2677,1
849072750,OmniscientTARTIFLET24107,403,236,2492,1
849073281,i4AvuUiFt5,,430,2287,1
849064217,Akesel69,,221,2552,1
849073292,bxtFW6Ufuhz,,430,2239,1
849073383,lEix82hG,,430,2315,1
849073578,Lemouttonnier,,476,2084,1
849073771,tonnom,,219,2697,1
849073801,Valkiry,,493,2059,1
4138263,FeeZyo,44,1560,1137,1
3289901,Nolkii,,0,3124,0
849047336,Weister,314,33522,140,6
849068230,MilousqueGuerrier,,1240,1290,1
1091922,evalhann,,3405,779,2
2791479,--Argoss--,,0,2953,0
849073820,Mis%C3%A9ricordieuxNono1005,,197,2785,1
848968097,Ishida41,,1916,1002,1
849067509,did22ploub,,226,2502,1
849072292,Kitava,,441,2153,1
849071786,neema,,1003,1472,1
848999020,Ragnarok+dubled,,3463,770,1
849073345,eyjWnQTq,,430,2261,1
849023024,Luckyman34212,,219,2686,1
849072466,12edd,,197,2730,1
849073379,UuNNDyShLL,,430,2386,1
849067682,dominimanon,,463,2117,1
848985443,diestro,,0,3005,0
849073788,Fulldef,,1118,1373,1
4852116,Gp-Xtreme,,1127,1362,1
849048718,stazy06,,866,1607,1
849072755,Capyclara,,223,2524,1
849072204,Apoleboucher,,2060,952,1
849073273,7miM4JLW,,430,2204,1
849072319,Atoutatis,,0,2960,0
849073452,marie+jeanne,,518,1962,1
849072567,arrow93,,225,2506,1
849072510,Ludo3.0,,241,2485,1
849073654,cGIWZUf5s6G,,430,2243,1
849072471,VictorieuxAG67817,,530,1930,1
4859003,gue388,197,9664,455,3
849073505,rDFd1Yka4vJ,,430,2360,1
849013916,Siong,,197,2812,1
849073110,kamy,,509,2025,1
848982635,eure27640,,498,2051,1
849068001,FC+Sorciere,,558,1864,1
3594895,Hirza,,805,1665,1
849071180,Maestrom002,322,1484,1168,1
849073421,Gays,,197,2758,1
849072282,Bambou73,,842,1631,1
567766,feullu,,905,1575,1
849072284,Mathcrts7,,509,2028,1
3088063,ghost39,,0,3026,0
849073532,29NyQ4ch,,430,2174,1
849073701,ULYSSE+13,,221,2651,1
849073025,Riptide+Maximus,,221,2638,1
849073307,%2A%2AIphig%C3%A9nie%2A%2A,,0,3043,0
4689574,Tessrac29,,413,2451,1
849072369,AnneSo,,1061,1416,1
849073862,Avone,,0,2961,0
849073445,dzecko,,223,2526,1
4906644,walacel,158,1894,1008,1
849047818,chiplol,123,0,2986,0
849072266,HADES+SAN,,533,1921,1
1780962,saddam92i,,0,3149,0
849045185,Nany+Mac+Fee,646,2136,933,1
4729612,Cocorst76,,272,2463,1
849072605,FouKOKO26240,,670,1747,1
3606605,nelus83,302,175,2904,1
849073980,Vincaille,,0,3201,0
849072611,Karaddoc,,583,1803,1
849072796,VengeurVAV56017,,199,2726,1
849073060,alan22,,197,2731,1
849072478,Lilou69,,516,1977,1
848992471,hichem,21,805,1664,1
849072597,Jerlin0107,594,2465,866,1
1856288,mathieu-m,,1418,1193,1
849072926,Elicopter,,442,2140,1
